,HourDK,SpotPurchase,SpotSale,SpotPriceEUR,ElbasAveragePriceEUR,ElbasMaxPriceEUR,ElbasMinPriceEUR
0,2019-03-21 00:00:00,651.9,1629.6,35.47,35.28,35.85,34.88
1,2019-03-21 01:00:00,615.6,1747.7,34.7,34.55,35.72,33.7
2,2019-03-21 02:00:00,557.8,1896.7,33.51,33.11,33.62,32.4
3,2019-03-21 03:00:00,530.9,2318.3,33.04,33.58,34.89,32.4
4,2019-03-21 04:00:00,564.3,2524.4,33.1,34.17,35.0,33.25
5,2019-03-21 05:00:00,545.5,2414.2,35.93,36.81,37.8,34.2
6,2019-03-21 06:00:00,1414.3,2083.0,44.03,44.51,45.7,43.8
7,2019-03-21 07:00:00,1919.9,2081.4,43.1,39.98,41.0,39.52
8,2019-03-21 08:00:00,1595.2,2028.1,44.91,44.49,48.0,41.8
9,2019-03-21 09:00:00,864.0,2496.9,41.28,37.39,43.95,35.6
10,2019-03-21 10:00:00,774.2,3189.6,38.5,34.61,36.21,32.81
11,2019-03-21 11:00:00,826.5,3356.5,36.84,30.84,32.75,30.01
12,2019-03-21 12:00:00,857.6,3341.3,35.43,29.72,34.0,27.9
13,2019-03-21 13:00:00,858.7,3312.7,34.5,30.69,33.3,27.5
14,2019-03-21 14:00:00,844.3,2910.5,34.61,29.22,32.9,26.79
15,2019-03-21 15:00:00,830.6,2316.0,36.81,33.52,35.52,31.1
16,2019-03-21 16:00:00,837.2,1623.3,39.27,35.1,37.15,34.3
17,2019-03-21 17:00:00,2167.4,1753.5,43.4,43.98,45.9,41.1
18,2019-03-21 18:00:00,2587.3,1691.6,46.7,49.65,52.0,45.02
19,2019-03-21 19:00:00,2905.4,1614.0,41.72,43.53,50.0,40.1
20,2019-03-21 20:00:00,2801.5,1542.6,40.99,41.66,44.5,37.8
21,2019-03-21 21:00:00,2727.0,1489.7,41.49,39.43,45.9,37.3
22,2019-03-21 22:00:00,2545.1,1460.7,41.94,43.63,45.0,42.88
23,2019-03-21 23:00:00,1635.5,1098.5,39.28,41.16,43.0,39.5
24,2019-03-22 00:00:00,1480.4,1181.7,39.0,35.59,36.2,35.21
25,2019-03-22 01:00:00,1482.3,1302.3,35.95,33.8,34.0,33.6
26,2019-03-22 02:00:00,1485.4,1305.4,36.69,35.12,36.44,34.0
27,2019-03-22 03:00:00,1506.9,1926.9,36.39,35.47,36.0,35.0
28,2019-03-22 04:00:00,1552.6,1962.6,36.28,37.31,38.99,35.11
29,2019-03-22 05:00:00,1648.7,1381.7,39.95,41.15,42.7,40.0
30,2019-03-22 06:00:00,2594.0,1127.0,46.01,48.43,51.0,46.11
31,2019-03-22 07:00:00,3335.6,1514.8,50.98,51.45,51.86,50.31
32,2019-03-22 08:00:00,2819.6,1598.8,49.2,50.09,51.4,48.31
33,2019-03-22 09:00:00,2102.3,1471.5,44.97,45.16,46.99,42.0
34,2019-03-22 10:00:00,1942.5,2511.7,40.41,42.24,43.89,40.11
35,2019-03-22 11:00:00,1754.9,2924.1,37.88,40.32,42.78,39.0
36,2019-03-22 12:00:00,1478.3,2973.8,40.07,41.19,44.0,39.6
37,2019-03-22 13:00:00,1238.7,2978.0,39.33,41.24,42.0,36.4
38,2019-03-22 14:00:00,1057.2,2948.1,35.56,39.73,40.0,39.11
39,2019-03-22 15:00:00,925.2,2216.1,35.0,34.3,35.4,32.8
40,2019-03-22 16:00:00,921.9,1612.8,37.78,38.03,38.8,36.6
41,2019-03-22 17:00:00,2418.8,1914.2,44.05,42.76,44.34,41.2
42,2019-03-22 18:00:00,2647.1,1974.8,46.91,46.22,49.0,44.9
43,2019-03-22 19:00:00,2455.6,1793.5,40.76,42.04,44.0,37.79
44,2019-03-22 20:00:00,2243.5,1612.8,40.22,39.79,41.0,37.6
45,2019-03-22 21:00:00,2012.9,1574.3,39.99,37.72,38.59,36.82
46,2019-03-22 22:00:00,1768.0,1688.0,39.9,37.19,40.0,34.99
47,2019-03-22 23:00:00,1274.4,1668.6,37.12,35.89,36.74,33.8
48,2019-03-23 00:00:00,1447.3,1480.9,35.53,34.1,34.1,34.1
49,2019-03-23 01:00:00,1431.4,1454.2,34.94,33.41,34.02,33.0
50,2019-03-23 02:00:00,1266.5,1427.2,34.9,31.88,32.91,30.02
51,2019-03-23 03:00:00,1076.9,1380.5,33.1,32.41,33.0,32.0
52,2019-03-23 04:00:00,1024.4,1315.6,33.05,33.25,34.3,32.01
53,2019-03-23 05:00:00,997.3,1235.5,34.6,34.47,37.02,33.81
54,2019-03-23 06:00:00,917.7,1158.1,36.64,35.75,36.12,35.3
55,2019-03-23 07:00:00,1279.7,1245.9,38.86,37.08,38.08,36.21
56,2019-03-23 08:00:00,1187.1,1330.4,38.43,39.05,41.99,37.22
57,2019-03-23 09:00:00,1002.1,1446.4,37.38,40.39,40.39,40.39
58,2019-03-23 10:00:00,584.1,1697.4,34.53,38.81,40.4,34.0
59,2019-03-23 11:00:00,573.1,1932.2,31.95,35.56,37.8,31.75
60,2019-03-23 12:00:00,577.1,2170.4,29.82,32.91,35.5,30.0
61,2019-03-23 13:00:00,1116.7,2275.5,29.06,31.85,33.5,30.3
62,2019-03-23 14:00:00,1579.7,2437.4,28.25,30.77,32.1,28.3
63,2019-03-23 15:00:00,1723.3,2418.2,29.52,31.8,33.0,29.95
64,2019-03-23 16:00:00,1771.9,2403.6,31.38,33.24,34.68,32.0
65,2019-03-23 17:00:00,1854.8,2060.4,37.0,37.82,39.2,35.78
66,2019-03-23 18:00:00,2011.2,1935.9,40.68,40.08,41.9,38.0
67,2019-03-23 19:00:00,2007.5,1861.9,39.97,39.06,41.0,36.6
68,2019-03-23 20:00:00,2004.6,1784.3,40.01,39.29,40.0,37.1
69,2019-03-23 21:00:00,1486.4,1670.8,39.1,38.89,40.0,38.0
70,2019-03-23 22:00:00,1724.8,1663.3,39.25,38.66,41.0,36.1
71,2019-03-23 23:00:00,1320.5,1622.7,37.93,36.61,39.1,35.0
72,2019-03-24 00:00:00,1394.4,1285.7,39.15,35.66,36.4,35.0
73,2019-03-24 01:00:00,780.2,1100.2,36.05,35.0,35.0,35.0
74,2019-03-24 02:00:00,710.3,1019.4,34.45,31.23,33.0,30.2
75,2019-03-24 03:00:00,719.7,918.5,33.61,30.31,31.1,28.4
76,2019-03-24 04:00:00,772.2,908.4,33.85,30.99,33.0,29.0
77,2019-03-24 05:00:00,818.0,900.7,34.2,30.99,33.0,27.9
78,2019-03-24 06:00:00,898.3,872.4,34.32,0.0,0.0,0.0
79,2019-03-24 07:00:00,953.5,1273.5,34.98,29.08,29.1,28.9
80,2019-03-24 08:00:00,922.6,1322.6,36.6,29.41,34.78,27.01
81,2019-03-24 09:00:00,764.8,2014.4,35.81,33.51,33.51,33.51
82,2019-03-24 10:00:00,699.5,2692.7,33.78,28.11,28.11,28.11
83,2019-03-24 11:00:00,654.2,2632.0,32.01,25.53,36.25,20.91
84,2019-03-24 12:00:00,628.2,2341.0,31.1,22.06,35.28,17.92
85,2019-03-24 13:00:00,623.4,2624.4,25.08,20.18,29.89,9.0
86,2019-03-24 14:00:00,617.2,2659.2,24.13,21.08,28.01,12.64
87,2019-03-24 15:00:00,613.5,2682.5,23.79,21.4,30.6,10.9
88,2019-03-24 16:00:00,644.2,2714.2,25.1,23.21,30.5,15.2
89,2019-03-24 17:00:00,652.6,2784.6,33.02,29.08,30.39,27.8
90,2019-03-24 18:00:00,1382.9,2314.9,39.37,35.15,37.3,32.2
91,2019-03-24 19:00:00,1644.7,2288.6,40.45,37.83,40.25,33.11
92,2019-03-24 20:00:00,1676.2,2494.8,39.33,36.78,38.0,35.0
93,2019-03-24 21:00:00,610.6,2629.2,36.34,34.39,34.89,33.0
94,2019-03-24 22:00:00,560.2,2584.6,34.47,33.58,34.99,31.55
95,2019-03-24 23:00:00,509.4,2328.5,29.99,24.35,28.98,20.0
96,2019-03-25 00:00:00,508.8,2093.2,24.34,24.64,27.0,22.49
97,2019-03-25 01:00:00,515.0,2136.8,22.5,22.96,25.55,18.0
98,2019-03-25 02:00:00,511.5,2290.7,23.01,23.19,25.03,18.0
99,2019-03-25 03:00:00,518.2,2429.0,20.89,21.61,24.99,17.0
100,2019-03-25 04:00:00,549.9,2575.7,21.57,22.15,24.01,17.5
101,2019-03-25 05:00:00,612.1,2823.9,28.97,30.03,32.0,24.7
102,2019-03-25 06:00:00,821.8,2711.8,34.45,30.61,31.0,29.6
103,2019-03-25 07:00:00,1078.5,2821.5,38.39,36.32,37.0,36.0
104,2019-03-25 08:00:00,978.8,2721.8,39.17,35.69,37.39,34.0
105,2019-03-25 09:00:00,825.8,2568.8,29.93,24.61,25.5,24.0
106,2019-03-25 10:00:00,729.5,2472.5,29.96,0.0,0.0,0.0
107,2019-03-25 11:00:00,717.8,2460.8,30.79,20.0,20.0,20.0
108,2019-03-25 12:00:00,680.7,2423.7,30.06,18.55,19.98,15.31
109,2019-03-25 13:00:00,672.4,2415.4,31.33,18.64,19.5,16.0
110,2019-03-25 14:00:00,691.0,2434.0,29.25,16.34,17.3,15.11
111,2019-03-25 15:00:00,873.0,2616.0,29.67,19.51,20.1,18.5
112,2019-03-25 16:00:00,1017.1,2760.1,30.08,36.97,40.0,36.0
113,2019-03-25 17:00:00,1372.4,2817.0,36.68,0.0,0.0,0.0
114,2019-03-25 18:00:00,1524.5,2369.1,41.2,43.65,44.0,42.8
115,2019-03-25 19:00:00,2283.0,2019.1,46.45,47.72,49.9,45.0
116,2019-03-25 20:00:00,2099.8,1891.7,42.35,43.11,46.0,40.25
117,2019-03-25 21:00:00,723.1,1329.3,39.81,37.62,40.6,30.0
118,2019-03-25 22:00:00,877.3,1540.1,39.99,39.78,41.0,38.01
119,2019-03-25 23:00:00,554.2,1835.7,37.56,36.24,38.1,35.5
120,2019-03-26 00:00:00,975.5,2212.0,33.25,35.77,37.0,35.02
121,2019-03-26 01:00:00,1581.2,2333.0,30.79,28.69,33.9,27.0
122,2019-03-26 02:00:00,1576.0,2300.6,30.07,32.15,33.99,29.0
123,2019-03-26 03:00:00,1581.2,2295.5,30.01,29.19,30.0,28.38
124,2019-03-26 04:00:00,885.8,2235.0,30.03,27.26,28.9,26.0
125,2019-03-26 05:00:00,639.3,2362.1,32.5,25.0,30.0,20.0
126,2019-03-26 06:00:00,824.2,2298.2,39.0,36.4,37.9,34.0
127,2019-03-26 07:00:00,1938.0,2337.5,42.8,41.89,44.9,38.0
128,2019-03-26 08:00:00,1255.1,2235.1,42.75,38.69,42.51,36.0
129,2019-03-26 09:00:00,871.5,2443.0,35.9,33.89,37.0,29.85
130,2019-03-26 10:00:00,961.6,2582.9,32.54,33.96,36.5,29.9
131,2019-03-26 11:00:00,946.7,2626.4,32.58,31.8,35.0,30.1
132,2019-03-26 12:00:00,950.4,2693.4,32.98,30.33,33.4,28.5
133,2019-03-26 13:00:00,1111.8,2854.8,39.84,32.47,35.61,28.3
134,2019-03-26 14:00:00,1201.9,2813.2,39.85,36.44,39.39,34.0
135,2019-03-26 15:00:00,1440.9,2789.6,39.96,35.42,39.5,34.0
136,2019-03-26 16:00:00,1581.4,2818.4,39.99,34.03,35.0,32.11
137,2019-03-26 17:00:00,1862.9,2499.9,39.76,39.73,41.0,39.0
138,2019-03-26 18:00:00,1973.0,2010.0,43.0,42.83,44.37,42.0
139,2019-03-26 19:00:00,2188.3,1625.3,49.4,47.68,49.01,45.0
140,2019-03-26 20:00:00,2260.2,1631.1,46.41,45.49,46.0,44.0
141,2019-03-26 21:00:00,2154.7,1393.6,43.37,40.84,43.37,38.15
142,2019-03-26 22:00:00,2030.6,1461.4,42.28,40.62,42.19,37.91
143,2019-03-26 23:00:00,1304.5,1491.7,38.42,38.42,39.0,37.65
144,2019-03-27 00:00:00,610.3,1564.8,36.62,36.63,37.11,34.9
145,2019-03-27 01:00:00,1005.2,1824.6,34.81,33.33,34.61,30.52
146,2019-03-27 02:00:00,1254.4,1891.6,34.27,31.25,32.8,31.0
147,2019-03-27 03:00:00,1327.5,1825.4,33.37,32.77,33.41,30.97
148,2019-03-27 04:00:00,517.3,1813.5,34.14,32.05,32.6,31.0
149,2019-03-27 05:00:00,551.3,1430.8,36.82,35.13,36.8,33.5
150,2019-03-27 06:00:00,2128.9,1964.9,41.0,39.69,40.95,37.8
151,2019-03-27 07:00:00,2358.4,1997.2,46.0,41.25,46.6,39.0
152,2019-03-27 08:00:00,2411.5,1951.2,45.91,42.98,49.0,41.0
153,2019-03-27 09:00:00,2388.5,1886.0,43.94,42.49,44.49,35.21
154,2019-03-27 10:00:00,2129.7,1822.1,41.48,39.38,42.1,34.1
155,2019-03-27 11:00:00,1608.9,1815.5,40.61,37.08,42.0,34.41
156,2019-03-27 12:00:00,922.6,1536.9,40.0,37.51,42.4,35.11
157,2019-03-27 13:00:00,937.0,1705.8,39.58,35.82,41.0,35.01
158,2019-03-27 14:00:00,926.8,2102.0,38.75,36.53,39.0,35.65
159,2019-03-27 15:00:00,939.1,1674.6,39.47,35.71,37.0,34.0
160,2019-03-27 16:00:00,1081.8,1616.3,39.18,36.04,40.08,34.1
161,2019-03-27 17:00:00,1826.1,1579.4,41.49,39.25,41.15,37.5
162,2019-03-27 18:00:00,2572.1,1665.2,44.17,42.08,43.9,41.2
163,2019-03-27 19:00:00,2885.9,2161.5,47.91,46.65,47.5,43.3
164,2019-03-27 20:00:00,2424.1,1423.1,43.99,41.76,43.75,41.0
165,2019-03-27 21:00:00,1964.9,1223.8,41.22,39.8,41.0,38.41
166,2019-03-27 22:00:00,1126.2,976.2,40.83,40.16,41.6,38.41
167,2019-03-27 23:00:00,965.5,1369.4,36.92,36.8,38.12,36.0
168,2019-03-28 00:00:00,586.3,955.1,32.73,35.33,36.0,32.02
169,2019-03-28 01:00:00,692.9,1142.9,33.67,34.74,36.7,32.8
170,2019-03-28 02:00:00,803.4,1253.4,33.38,34.53,36.65,32.01
171,2019-03-28 03:00:00,794.3,1244.2,33.29,34.74,35.7,32.0
172,2019-03-28 04:00:00,766.5,1216.5,33.12,35.82,38.01,32.8
173,2019-03-28 05:00:00,1134.0,1085.4,36.67,39.6,40.89,38.41
174,2019-03-28 06:00:00,1919.3,1436.3,44.48,45.16,50.0,42.0
175,2019-03-28 07:00:00,2524.3,1788.4,49.13,47.05,51.9,44.13
176,2019-03-28 08:00:00,2429.4,1784.1,48.79,46.93,52.3,44.88
177,2019-03-28 09:00:00,2171.1,1492.9,46.78,43.45,44.79,42.39
178,2019-03-28 10:00:00,2335.0,1635.8,44.12,41.58,42.99,41.0
179,2019-03-28 11:00:00,2326.4,1599.6,43.36,39.64,40.99,36.55
180,2019-03-28 12:00:00,2345.2,1605.5,42.54,39.32,40.7,36.3
181,2019-03-28 13:00:00,2362.3,1601.1,42.39,39.06,40.9,36.6
182,2019-03-28 14:00:00,2441.9,1667.1,43.06,41.78,43.3,37.0
183,2019-03-28 15:00:00,2491.5,1747.2,44.09,43.28,46.5,39.3
184,2019-03-28 16:00:00,2486.3,1791.8,44.47,45.49,47.1,41.99
185,2019-03-28 17:00:00,2560.3,1917.3,46.98,47.36,48.7,41.98
186,2019-03-28 18:00:00,2293.2,1730.2,48.16,46.07,49.1,41.99
187,2019-03-28 19:00:00,2705.7,2047.7,52.77,50.48,54.3,42.0
188,2019-03-28 20:00:00,2397.7,1608.1,46.61,46.02,47.11,41.61
189,2019-03-28 21:00:00,2555.9,1623.8,43.48,42.07,43.7,39.0
190,2019-03-28 22:00:00,2349.1,1612.7,42.38,40.24,43.8,35.0
191,2019-03-28 23:00:00,1616.5,1286.1,39.32,38.77,40.8,36.99
192,2019-03-29 00:00:00,1180.0,1449.6,39.28,33.24,37.8,30.53
193,2019-03-29 01:00:00,911.5,1361.5,34.1,28.51,33.98,15.0
194,2019-03-29 02:00:00,1014.7,1464.7,34.44,28.62,33.69,23.5
195,2019-03-29 03:00:00,1109.6,1559.6,34.47,28.23,31.5,16.0
196,2019-03-29 04:00:00,1180.4,1630.4,34.99,25.68,33.0,16.03
197,2019-03-29 05:00:00,1664.4,1762.2,38.04,31.66,35.5,29.9
198,2019-03-29 06:00:00,1816.1,1901.7,43.08,36.27,38.0,33.1
199,2019-03-29 07:00:00,2000.9,1930.6,41.47,38.03,39.0,37.92
200,2019-03-29 08:00:00,1957.1,1970.3,41.45,35.84,39.91,30.0
201,2019-03-29 09:00:00,1846.6,2073.1,42.86,35.53,40.0,33.1
202,2019-03-29 10:00:00,1756.3,2233.1,38.2,33.86,37.0,30.5
203,2019-03-29 11:00:00,1736.2,2275.6,34.49,30.81,33.77,28.1
204,2019-03-29 12:00:00,1709.0,2248.3,33.43,28.87,32.9,24.8
205,2019-03-29 13:00:00,1704.9,2288.3,32.87,28.29,32.48,25.1
206,2019-03-29 14:00:00,1679.8,2254.2,32.4,28.19,32.4,25.1
207,2019-03-29 15:00:00,1658.3,2191.1,33.13,30.08,32.73,27.2
208,2019-03-29 16:00:00,1810.1,2002.4,36.01,32.9,35.94,31.0
209,2019-03-29 17:00:00,1859.9,1912.6,43.14,39.34,42.0,36.1
210,2019-03-29 18:00:00,2086.5,1753.7,40.27,39.26,45.0,36.11
211,2019-03-29 19:00:00,2104.5,1687.9,39.67,37.14,38.1,35.3
212,2019-03-29 20:00:00,2005.0,1742.6,39.93,35.4,38.0,34.28
213,2019-03-29 21:00:00,1908.1,1611.0,37.82,36.3,39.0,34.05
214,2019-03-29 22:00:00,1873.3,1471.0,37.3,34.8,35.0,33.21
215,2019-03-29 23:00:00,1871.1,1396.7,37.41,32.89,35.29,32.0
216,2019-03-30 00:00:00,1833.3,1378.3,37.49,36.44,38.11,35.51
217,2019-03-30 01:00:00,1584.0,1189.0,36.68,33.45,35.5,30.52
218,2019-03-30 02:00:00,1399.6,1073.4,34.36,30.64,32.5,27.79
219,2019-03-30 03:00:00,1306.6,998.3,34.61,32.5,33.1,31.0
220,2019-03-30 04:00:00,1284.7,983.1,36.08,34.17,36.0,31.7
221,2019-03-30 05:00:00,1308.0,1003.5,35.02,35.66,37.0,31.0
222,2019-03-30 06:00:00,1341.9,988.0,33.51,34.78,37.5,30.0
223,2019-03-30 07:00:00,1148.0,1031.6,33.23,34.71,38.4,33.0
224,2019-03-30 08:00:00,1187.9,1410.5,34.93,37.78,38.89,36.5
225,2019-03-30 09:00:00,1128.9,1878.9,33.17,32.7,36.69,31.01
226,2019-03-30 10:00:00,960.5,2122.9,31.63,29.74,33.22,28.0
227,2019-03-30 11:00:00,833.3,2461.0,29.24,28.01,29.82,27.0
228,2019-03-30 12:00:00,742.0,2327.5,28.77,27.63,28.79,25.9
229,2019-03-30 13:00:00,681.4,2266.1,25.92,25.89,29.91,23.1
230,2019-03-30 14:00:00,669.3,2215.7,25.45,23.27,29.54,19.1
231,2019-03-30 15:00:00,684.7,1706.0,29.25,25.84,29.3,22.5
232,2019-03-30 16:00:00,1055.2,1974.6,32.02,29.18,32.89,26.51
233,2019-03-30 17:00:00,2323.2,2048.4,36.48,35.13,37.0,33.22
234,2019-03-30 18:00:00,2476.4,2173.9,37.43,37.33,38.5,35.5
235,2019-03-30 19:00:00,2445.2,2154.5,37.24,37.18,38.0,35.0
236,2019-03-30 20:00:00,2309.3,2080.1,35.09,35.09,36.0,33.1
237,2019-03-30 21:00:00,2127.5,2038.9,33.68,33.43,33.95,32.0
238,2019-03-30 22:00:00,2007.6,2079.2,30.97,30.45,33.0,29.0
239,2019-03-30 23:00:00,1871.7,2053.6,26.8,25.83,26.89,24.54
240,2019-03-31 00:00:00,1777.2,1924.2,30.7,29.95,32.0,27.0
241,2019-03-31 01:00:00,1743.6,2094.2,28.88,31.24,35.5,27.31
242,2019-03-31 03:00:00,1743.5,2238.5,25.07,20.13,22.09,19.0
243,2019-03-31 04:00:00,1664.7,2236.6,22.47,24.49,25.19,24.01
244,2019-03-31 05:00:00,1609.2,2206.8,24.9,27.55,31.94,24.5
245,2019-03-31 06:00:00,1571.5,2184.4,26.96,28.62,33.0,22.39
246,2019-03-31 07:00:00,1712.1,2216.2,31.24,30.36,35.44,25.04
247,2019-03-31 08:00:00,1772.2,2248.2,33.07,27.75,33.0,24.0
248,2019-03-31 09:00:00,773.6,2265.5,32.78,28.77,33.0,24.01
249,2019-03-31 10:00:00,727.5,2249.4,28.82,18.66,32.8,8.2
250,2019-03-31 11:00:00,714.9,2205.9,25.17,24.51,31.44,11.7
251,2019-03-31 12:00:00,697.7,2029.8,25.15,16.01,30.8,20.0
252,2019-03-31 13:00:00,786.5,2061.8,10.46,0.84,17.78,-12.0
253,2019-03-31 14:00:00,861.4,2422.3,1.11,2.11,29.5,-9.0
254,2019-03-31 15:00:00,881.3,2661.3,1.02,9.51,11.56,3.79
255,2019-03-31 16:00:00,944.5,2600.7,11.51,19.41,23.6,17.93
256,2019-03-31 17:00:00,1149.0,2722.2,26.73,30.32,34.0,29.0
257,2019-03-31 18:00:00,1489.4,2134.6,33.97,37.28,37.28,37.28
258,2019-03-31 19:00:00,1868.0,1313.2,38.69,37.11,37.11,37.11
259,2019-03-31 20:00:00,2049.6,1234.4,41.8,35.76,36.0,34.0
260,2019-03-31 21:00:00,1507.7,1107.4,39.08,34.75,37.49,33.4
261,2019-03-31 22:00:00,1679.2,1018.5,40.3,31.55,31.55,31.55
262,2019-03-31 23:00:00,1349.6,922.6,37.51,29.25,31.79,27.04
263,2019-04-01 00:00:00,1250.5,1393.7,31.06,26.88,33.0,15.0
264,2019-04-01 01:00:00,1266.1,1439.1,29.96,26.82,34.59,20.4
265,2019-04-01 02:00:00,1275.8,1470.6,31.07,28.91,34.59,22.5
266,2019-04-01 03:00:00,1311.6,1828.4,31.84,31.75,35.84,28.92
267,2019-04-01 04:00:00,1382.9,1902.4,32.4,33.1,33.1,33.1
268,2019-04-01 05:00:00,1545.6,1402.7,37.22,44.61,46.1,42.0
269,2019-04-01 06:00:00,2166.4,823.5,47.08,49.58,53.0,45.8
270,2019-04-01 07:00:00,2479.8,946.8,56.95,52.6,53.0,52.0
271,2019-04-01 08:00:00,2394.1,932.3,53.56,44.62,45.5,44.0
272,2019-04-01 09:00:00,2303.8,1069.6,45.95,39.92,40.99,39.0
273,2019-04-01 10:00:00,2112.2,1179.2,42.2,39.78,42.2,36.53
274,2019-04-01 11:00:00,2038.6,2295.6,39.11,38.25,39.0,35.21
275,2019-04-01 12:00:00,1887.3,2565.6,39.2,36.41,37.8,35.0
276,2019-04-01 13:00:00,1835.0,2613.9,38.98,35.0,37.2,33.8
277,2019-04-01 14:00:00,1736.1,2594.9,37.2,34.9,36.49,32.0
278,2019-04-01 15:00:00,1630.5,2582.3,36.93,34.0,35.32,32.79
279,2019-04-01 16:00:00,1629.3,2486.3,37.24,16.55,34.17,3.6
280,2019-04-01 17:00:00,1781.6,2038.6,35.74,40.67,42.5,38.0
281,2019-04-01 18:00:00,2136.7,1193.7,43.06,43.01,45.2,41.69
282,2019-04-01 19:00:00,2807.0,1233.4,45.1,41.86,44.58,40.6
283,2019-04-01 20:00:00,2704.7,1235.3,45.06,40.11,41.0,38.38
284,2019-04-01 21:00:00,2068.5,1221.5,39.41,35.05,37.2,30.02
285,2019-04-01 22:00:00,1024.4,1219.9,35.8,25.83,30.99,21.0
286,2019-04-01 23:00:00,757.7,1698.6,30.65,26.82,34.45,21.0
287,2019-04-02 00:00:00,752.4,2154.6,29.11,26.55,34.45,23.4
288,2019-04-02 01:00:00,685.4,2339.6,26.93,26.62,34.45,20.0
289,2019-04-02 02:00:00,725.1,2352.3,25.43,27.55,34.44,24.77
290,2019-04-02 03:00:00,711.7,2475.4,25.16,26.94,34.45,24.41
291,2019-04-02 04:00:00,690.7,2482.6,27.52,33.69,34.0,32.87
292,2019-04-02 05:00:00,792.9,2814.9,31.04,39.27,41.5,38.5
293,2019-04-02 06:00:00,1556.1,2378.1,40.29,40.35,44.0,37.6
294,2019-04-02 07:00:00,2557.2,2539.2,43.78,42.16,44.0,38.01
295,2019-04-02 08:00:00,2451.0,2670.6,43.13,35.86,39.99,32.0
296,2019-04-02 09:00:00,1472.8,2792.4,39.53,36.57,36.99,35.0
297,2019-04-02 10:00:00,1216.3,3059.3,36.68,36.96,37.99,35.5
298,2019-04-02 11:00:00,1108.4,2951.4,31.39,32.39,36.1,29.8
299,2019-04-02 12:00:00,1026.4,2812.4,29.0,33.39,35.0,28.5
300,2019-04-02 13:00:00,1030.8,2796.8,29.09,29.68,32.9,28.06
301,2019-04-02 14:00:00,1108.1,2830.1,29.49,26.49,33.0,21.27
302,2019-04-02 15:00:00,1181.8,2862.8,29.09,25.65,32.6,15.01
303,2019-04-02 16:00:00,1256.5,2826.5,30.1,34.04,36.9,27.06
304,2019-04-02 17:00:00,1075.7,2608.7,35.08,37.59,41.55,34.1
305,2019-04-02 18:00:00,2269.8,2859.1,39.03,36.13,41.79,33.99
306,2019-04-02 19:00:00,2249.7,2825.7,39.57,35.82,39.39,32.02
307,2019-04-02 20:00:00,2185.9,2797.6,38.58,34.27,38.42,26.0
308,2019-04-02 21:00:00,2160.5,2538.7,36.4,28.58,32.79,22.1
309,2019-04-02 22:00:00,2060.6,2316.7,31.38,26.73,29.49,25.8
310,2019-04-02 23:00:00,1958.7,2218.5,27.69,31.93,35.0,29.96
311,2019-04-03 00:00:00,1708.6,2114.4,31.9,32.15,34.0,30.4
312,2019-04-03 01:00:00,1706.7,1983.1,31.5,30.36,34.0,26.6
313,2019-04-03 02:00:00,1641.1,1814.1,31.08,32.23,35.31,30.0
314,2019-04-03 03:00:00,1401.5,1631.3,31.19,33.86,35.8,29.0
315,2019-04-03 04:00:00,835.7,1453.6,32.57,38.52,39.3,33.0
316,2019-04-03 05:00:00,890.8,1226.3,35.0,44.84,45.5,43.0
317,2019-04-03 06:00:00,2381.4,1516.9,42.17,45.41,46.8,43.0
318,2019-04-03 07:00:00,2716.9,1631.5,44.8,50.94,55.0,48.0
319,2019-04-03 08:00:00,2949.4,1839.4,48.44,51.55,62.69,46.0
320,2019-04-03 09:00:00,3005.1,1877.4,46.47,47.93,55.0,41.1
321,2019-04-03 10:00:00,3057.4,1774.4,46.42,50.73,53.59,46.0
322,2019-04-03 11:00:00,3043.2,1760.2,45.76,41.54,46.6,38.11
323,2019-04-03 12:00:00,2791.8,1508.8,45.01,42.85,44.0,39.19
324,2019-04-03 13:00:00,2655.7,1372.7,43.11,41.59,42.5,40.0
325,2019-04-03 14:00:00,2622.4,1339.4,41.77,41.58,42.4,39.41
326,2019-04-03 15:00:00,2568.3,1285.3,41.48,41.9,43.0,40.0
327,2019-04-03 16:00:00,2637.1,1354.1,41.73,41.81,43.4,41.0
328,2019-04-03 17:00:00,2674.0,1391.0,42.68,43.27,45.0,42.86
329,2019-04-03 18:00:00,2435.7,1486.1,45.44,54.87,57.5,51.09
330,2019-04-03 19:00:00,2890.6,1857.9,51.32,55.2,56.21,52.2
331,2019-04-03 20:00:00,3206.3,2094.3,52.34,44.63,47.1,41.5
332,2019-04-03 21:00:00,2743.8,1429.2,44.08,40.12,41.89,38.5
333,2019-04-03 22:00:00,2192.2,1292.7,39.1,38.27,40.99,34.0
334,2019-04-03 23:00:00,1341.7,985.5,36.58,0.0,0.0,0.0
335,2019-04-04 00:00:00,1038.2,1211.2,35.6,38.0,39.0,37.9
336,2019-04-04 01:00:00,933.3,1094.8,35.12,35.55,36.8,33.71
337,2019-04-04 02:00:00,929.1,1102.1,33.0,35.79,36.8,33.5
338,2019-04-04 03:00:00,925.3,1098.3,32.59,36.7,39.0,35.0
339,2019-04-04 04:00:00,919.9,1173.2,34.13,40.33,45.99,35.7
340,2019-04-04 05:00:00,1622.8,1195.8,36.86,49.33,55.0,44.67
341,2019-04-04 06:00:00,2216.0,1755.9,44.67,49.22,54.4,42.5
